"","quoll1","quoll2","period","prox","cr","cs.Do","cs.De","cs.Cs","cs.p.Attract","cs.p.Avoid","ca"
"145","Luaner","Delta","Release",0,-0.148449989669749,844.837903043294,852.038599917295,0.00424350084489789,0.38232421875,0.64990234375,0
"146","Luaner","Ebony","Release",0,0.0441222573438672,1449.27105868189,1440.78287635349,-0.00293703249808016,0.154312253049966,0.848640985111842,0
"147","Luaner","Eevee","Release",0.368421052631579,0.0911974097193629,503.725823176647,514.807478333129,0.0108800126024894,0.399126052856445,0.615997314453125,0.0869565217391304
"148","Luaner","Elektra","Release",0,-0.223400130008513,1575.5661519542,1562.22095664007,-0.00425305951368769,0.65625,0.40625,0
"149","Luaner","Flora","Release",0,-0.692617347875827,1467.26141187945,1460.8599917192,-0.00218618673132328,0.875,0.25,0
"150","Luaner","Indianna","Release",0,0.0366145419284823,955.999445883512,1000.81835811849,0.0229039781543891,0.152096623554826,0.852940874174237,0
"151","Luaner","Juniper","Release",0,-0.10264935456444,1407.96534742132,1380.86386615737,-0.00971787054294929,0.619232177734375,0.4019775390625,0
"152","Luaner","Korra","Release",0,-0.126324076786439,1673.08021384687,1694.79753464851,0.00644836969255918,0.28070068359375,0.737762451171875,0
"153","Luaner","Myrtle","Release",0,-0.138437149082654,646.901428523534,629.020085427299,-0.0140144537894553,0.565256118774414,0.449158668518066,0
"154","Luaner","Nova","Release",0.0909090909090909,-0.380102885355593,1096.63652467081,1326.24446106687,0.0947664939993526,0.16015625,0.86083984375,0.0206185567010309
"155","Luaner","Olive","Release",0,0.059398346242699,1069.92039562221,1141.46886726611,0.0323545351533662,0.23658287525177,0.772062838077545,0
"156","Luaner","Pandora","Release",0,0.154943075131753,1744.8437798734,1766.81842087256,0.0062576181144347,0.5723876953125,0.45159912109375,0
"157","Myrtle","Dawn","Release",0,NA,911.176352398183,913.4778924377,0.00126135680007915,0.5,0.75,0
"158","Myrtle","Delta","Release",0,0.0768799495304459,1239.12202157756,1237.87897673524,-0.000501834614990446,0.890625,0.1484375,0
"159","Myrtle","Ebony","Release",0,0.0965440288912593,1738.77943395804,1715.90318370544,-0.00662180952184476,0.527458124901175,0.475969689841692,0
"160","Myrtle","Eevee","Release",0,0.143441689185662,937.812077105682,950.091622766378,0.0065043284048486,0.504469946026802,0.504469946026802,0
"161","Myrtle","Elektra","Release",0,0.0766313080941122,1870.49339868162,1867.44607537833,-0.000815241478477774,0.76953125,0.2734375,0
"162","Myrtle","Flora","Release",0,0.0212134866551751,1829.23787735512,1824.66046071156,-0.00125274876859042,0.59375,0.46875,0
"163","Myrtle","Indianna","Release",0,-0.120970273471056,1139.23459322154,1154.79018725674,0.00678091804742994,0.278056637383997,0.728736030869186,0
