"","order","collar","quoll","microchip","name","morph","cohort","gmt","aest","latitude","longitude","easting","northing","altitude","duration","temp","dop","satellites","deployment","trap","date_time","date","day","min_temp","max_temp","precip","moon","study","date_time_12hr","date_12hr","day_12hr","night_12hr","period","id","nvis_habitat","mfws_habitat","fence"
"1262",8040,8,47,"A810","Pandora","Fawn","Reinforcer",2018-07-16 17:45:00,2018-07-16 03:45:00,-35.1685191,149.1843634,698933.495,6106083.735,673.84,4,20,1.4,7,"Field","Free",2018-07-16 03:45:00,2018-07-16,2018-07-16,"10.6","-7.3","0",12,"Yes","2018-07-15 15:45:00",2018-07-15,196,39,"Settlement",23,"Tussock Grasslands","Grassland","Inside"
"1263",8041,8,47,"A810","Pandora","Fawn","Reinforcer",2018-07-16 17:59:00,2018-07-16 03:59:00,-35.1684004,149.1842506,698923.51,6106097.127,657.82,1,20,1.6,7,"Field","Free",2018-07-16 03:59:00,2018-07-16,2018-07-16,"10.6","-7.3","0",12,"Yes","2018-07-15 15:59:00",2018-07-15,196,39,"Settlement",23,"Tussock Grasslands","Grassland","Inside"
"1264",8042,8,47,"A810","Pandora","Fawn","Reinforcer",2018-07-16 18:14:00,2018-07-16 04:14:00,-35.1672051,149.1826086,698776.856,6106233.002,670.69,2,22,1.4,7,"Field","Free",2018-07-16 04:14:00,2018-07-16,2018-07-16,"10.6","-7.3","0",12,"Yes","2018-07-15 16:14:00",2018-07-15,196,39,"Settlement",48,"Eucalypt Woodlands","Eucalypt woodland","Inside"
"1265",8043,8,47,"A810","Pandora","Fawn","Reinforcer",2018-07-16 18:30:00,2018-07-16 04:30:00,-35.1673106,149.1825976,698775.597,6106221.322,669.7,1,25.5,1.4,5,"Field","Free",2018-07-16 04:30:00,2018-07-16,2018-07-16,"10.6","-7.3","0",12,"Yes","2018-07-15 16:30:00",2018-07-15,196,39,"Settlement",48,"Eucalypt Woodlands","Eucalypt woodland","Inside"
"1266",8058,8,47,"A810","Pandora","Fawn","Reinforcer",2018-07-17 08:00:00,2018-07-16 18:00:00,-35.1672715,149.1826202,698777.751,6106225.614,663.71,53,23,1.6,5,"Field","Free",2018-07-16 18:00:00,2018-07-16,2018-07-16,"10.6","-7.3","0",12,"Yes","2018-07-16 06:00:00",2018-07-16,197,40,"Settlement",48,"Eucalypt Woodlands","Eucalypt woodland","Inside"
"1267",8059,8,47,"A810","Pandora","Fawn","Reinforcer",2018-07-17 08:15:00,2018-07-16 18:15:00,-35.1672538,149.182603,698776.228,6106227.611,673.44,2,28,1.6,5,"Field","Free",2018-07-16 18:15:00,2018-07-16,2018-07-16,"10.6","-7.3","0",12,"Yes","2018-07-16 06:15:00",2018-07-16,197,40,"Settlement",48,"Eucalypt Woodlands","Eucalypt woodland","Inside"
"1268",8083,8,47,"A810","Pandora","Fawn","Reinforcer",2018-07-17 14:15:00,2018-07-17 00:15:00,-35.1695851,149.1837065,698871.063,6105966.801,672.65,36,22.5,2.2,6,"Field","Free",2018-07-17 00:15:00,2018-07-17,2018-07-17,"15.7","-4.9000000000000004","0.2",20.7,"Yes","2018-07-16 12:15:00",2018-07-16,197,40,"Settlement",23,"Tussock Grasslands","Grassland","Inside"
"1269",8084,8,47,"A810","Pandora","Fawn","Reinforcer",2018-07-17 14:30:00,2018-07-17 00:30:00,-35.1685168,149.181736,698694.18,6106089.244,660.32,11,19.5,2.2,5,"Field","Free",2018-07-17 00:30:00,2018-07-17,2018-07-17,"15.7","-4.9000000000000004","0.2",20.7,"Yes","2018-07-16 12:30:00",2018-07-16,197,40,"Settlement",15,"Tussock Grasslands","Grassland","Inside"
"1270",8085,8,47,"A810","Pandora","Fawn","Reinforcer",2018-07-17 14:45:00,2018-07-17 00:45:00,-35.1682196,149.1812592,698651.474,6106123.165,660.24,11,22,1.6,6,"Field","Free",2018-07-17 00:45:00,2018-07-17,2018-07-17,"15.7","-4.9000000000000004","0.2",20.7,"Yes","2018-07-16 12:45:00",2018-07-16,197,40,"Settlement",48,"Eucalypt Woodlands","Eucalypt woodland","Inside"
"1271",8086,8,47,"A810","Pandora","Fawn","Reinforcer",2018-07-17 15:00:00,2018-07-17 01:00:00,-35.1663117,149.1816095,698688.025,6106334.101,667.28,20,19,1.8,5,"Field","Free",2018-07-17 01:00:00,2018-07-17,2018-07-17,"15.7","-4.9000000000000004","0.2",20.7,"Yes","2018-07-16 13:00:00",2018-07-16,197,40,"Settlement",48,"Eucalypt Woodlands","Eucalypt woodland","Inside"
"1272",8087,8,47,"A810","Pandora","Fawn","Reinforcer",2018-07-17 15:15:00,2018-07-17 01:15:00,-35.1673269,149.1824853,698765.329,6106219.738,642.83,4,22.5,1.8,5,"Field","Free",2018-07-17 01:15:00,2018-07-17,2018-07-17,"15.7","-4.9000000000000004","0.2",20.7,"Yes","2018-07-16 13:15:00",2018-07-16,197,40,"Settlement",48,"Eucalypt Woodlands","Eucalypt woodland","Inside"
"1273",8089,8,47,"A810","Pandora","Fawn","Reinforcer",2018-07-17 15:45:00,2018-07-17 01:45:00,-35.1672916,149.1826634,698781.637,6106223.298,670.96,36,22,1.2,6,"Field","Free",2018-07-17 01:45:00,2018-07-17,2018-07-17,"15.7","-4.9000000000000004","0.2",20.7,"Yes","2018-07-16 13:45:00",2018-07-16,197,40,"Settlement",48,"Eucalypt Woodlands","Eucalypt woodland","Inside"
"1274",8090,8,47,"A810","Pandora","Fawn","Reinforcer",2018-07-17 16:00:00,2018-07-17 02:00:00,-35.1683003,149.1842293,698921.813,6106108.274,677.05,3,21.5,1,6,"Field","Free",2018-07-17 02:00:00,2018-07-17,2018-07-17,"15.7","-4.9000000000000004","0.2",20.7,"Yes","2018-07-16 14:00:00",2018-07-16,197,40,"Settlement",23,"Tussock Grasslands","Grassland","Inside"
"1275",8092,8,47,"A810","Pandora","Fawn","Reinforcer",2018-07-17 16:30:00,2018-07-17 02:30:00,-35.1673011,149.1824039,698757.977,6106222.763,659.04,1,24.5,1.4,5,"Field","Free",2018-07-17 02:30:00,2018-07-17,2018-07-17,"15.7","-4.9000000000000004","0.2",20.7,"Yes","2018-07-16 14:30:00",2018-07-16,197,40,"Settlement",48,"Eucalypt Woodlands","Eucalypt woodland","Inside"
"1276",8094,8,47,"A810","Pandora","Fawn","Reinforcer",2018-07-17 17:00:00,2018-07-17 03:00:00,-35.1669342,149.1841796,698920.615,6106259.91,680.37,2,21.5,1.4,5,"Field","Free",2018-07-17 03:00:00,2018-07-17,2018-07-17,"15.7","-4.9000000000000004","0.2",20.7,"Yes","2018-07-16 15:00:00",2018-07-16,197,40,"Settlement",40,"Tussock Grasslands","Grassland","Inside"
"1277",8096,8,47,"A810","Pandora","Fawn","Reinforcer",2018-07-17 17:30:00,2018-07-17 03:30:00,-35.1685373,149.1844613,698942.368,6106081.52,674.45,34,23,0.8,9,"Field","Free",2018-07-17 03:30:00,2018-07-17,2018-07-17,"15.7","-4.9000000000000004","0.2",20.7,"Yes","2018-07-16 15:30:00",2018-07-16,197,40,"Settlement",23,"Tussock Grasslands","Grassland","Inside"
"1278",8097,8,47,"A810","Pandora","Fawn","Reinforcer",2018-07-17 17:45:00,2018-07-17 03:45:00,-35.1669795,149.1841876,698921.234,6106254.869,666.29,11,26,1.6,6,"Field","Free",2018-07-17 03:45:00,2018-07-17,2018-07-17,"15.7","-4.9000000000000004","0.2",20.7,"Yes","2018-07-16 15:45:00",2018-07-16,197,40,"Settlement",40,"Tussock Grasslands","Grassland","Inside"
"1279",8098,8,47,"A810","Pandora","Fawn","Reinforcer",2018-07-17 18:00:00,2018-07-17 04:00:00,-35.1669525,149.1841611,698918.886,6106257.917,668.8,13,25,0.8,9,"Field","Free",2018-07-17 04:00:00,2018-07-17,2018-07-17,"15.7","-4.9000000000000004","0.2",20.7,"Yes","2018-07-16 16:00:00",2018-07-16,197,40,"Settlement",40,"Tussock Grasslands","Grassland","Inside"
"1280",8099,8,47,"A810","Pandora","Fawn","Reinforcer",2018-07-17 18:15:00,2018-07-17 04:15:00,-35.167272,149.1826242,698778.114,6106225.55,654.94,2,24.5,1.8,5,"Field","Free",2018-07-17 04:15:00,2018-07-17,2018-07-17,"15.7","-4.9000000000000004","0.2",20.7,"Yes","2018-07-16 16:15:00",2018-07-16,197,40,"Settlement",48,"Eucalypt Woodlands","Eucalypt woodland","Inside"
"1281",8101,8,47,"A810","Pandora","Fawn","Reinforcer",2018-07-17 18:45:00,2018-07-17 04:45:00,-35.1681943,149.1826784,698780.805,6106123.134,660.76,2,21.5,1.2,5,"Field","Free",2018-07-17 04:45:00,2018-07-17,2018-07-17,"15.7","-4.9000000000000004","0.2",20.7,"Yes","2018-07-16 16:45:00",2018-07-16,197,40,"Settlement",48,"Eucalypt Woodlands","Eucalypt woodland","Inside"
"1282",8205,8,47,"A810","Pandora","Fawn","Reinforcer",2018-07-19 16:15:00,2018-07-19 02:15:00,-35.1668316,149.1821865,698739.317,6106275.277,665.28,38,25.5,1.4,6,"Field","Free",2018-07-19 02:15:00,2018-07-19,2018-07-19,"14.1","1.2","0",41.1,"Yes","2018-07-18 14:15:00",2018-07-18,199,42,"Settlement",48,"Eucalypt Woodlands","Eucalypt woodland","Inside"
"1283",8206,8,47,"A810","Pandora","Fawn","Reinforcer",2018-07-19 16:30:00,2018-07-19 02:30:00,-35.1673142,149.1827186,698786.61,6106220.68,644.84,2,28,1.2,6,"Field","Free",2018-07-19 02:30:00,2018-07-19,2018-07-19,"14.1","1.2","0",41.1,"Yes","2018-07-18 14:30:00",2018-07-18,199,42,"Settlement",48,"Eucalypt Woodlands","Eucalypt woodland","Inside"
"1284",8207,8,47,"A810","Pandora","Fawn","Reinforcer",2018-07-19 16:45:00,2018-07-19 02:45:00,-35.1672205,149.1826369,698779.396,6106231.237,670.01,3,29,1.2,6,"Field","Free",2018-07-19 02:45:00,2018-07-19,2018-07-19,"14.1","1.2","0",41.1,"Yes","2018-07-18 14:45:00",2018-07-18,199,42,"Settlement",48,"Eucalypt Woodlands","Eucalypt woodland","Inside"
"1285",8208,8,47,"A810","Pandora","Fawn","Reinforcer",2018-07-19 17:00:00,2018-07-19 03:00:00,-35.167255,149.1826353,698779.167,6106227.414,662.84,4,28.5,1.4,5,"Field","Free",2018-07-19 03:00:00,2018-07-19,2018-07-19,"14.1","1.2","0",41.1,"Yes","2018-07-18 15:00:00",2018-07-18,199,42,"Settlement",48,"Eucalypt Woodlands","Eucalypt woodland","Inside"
"1286",8210,8,47,"A810","Pandora","Fawn","Reinforcer",2018-07-19 17:30:00,2018-07-19 03:30:00,-35.1672916,149.1826634,698781.637,6106223.298,670.96,3,29.5,2.2,5,"Field","Free",2018-07-19 03:30:00,2018-07-19,2018-07-19,"14.1","1.2","0",41.1,"Yes","2018-07-18 15:30:00",2018-07-18,199,42,"Settlement",48,"Eucalypt Woodlands","Eucalypt woodland","Inside"
"1287",8232,8,47,"A810","Pandora","Fawn","Reinforcer",2018-07-20 08:45:00,2018-07-19 18:45:00,-35.1672429,149.1825448,698770.953,6106228.937,666.49,1,21.5,2,5,"Field","Free",2018-07-19 18:45:00,2018-07-19,2018-07-19,"14.1","1.2","0",41.1,"Yes","2018-07-19 06:45:00",2018-07-19,200,43,"Settlement",48,"Eucalypt Woodlands","Eucalypt woodland","Inside"
"1288",8233,8,47,"A810","Pandora","Fawn","Reinforcer",2018-07-20 09:00:00,2018-07-19 19:00:00,-35.1672234,149.182631,698778.852,6106230.928,683.45,10,26.5,1.6,5,"Field","Free",2018-07-19 19:00:00,2018-07-19,2018-07-19,"14.1","1.2","0",41.1,"Yes","2018-07-19 07:00:00",2018-07-19,200,43,"Settlement",48,"Eucalypt Woodlands","Eucalypt woodland","Inside"
"1289",8234,8,47,"A810","Pandora","Fawn","Reinforcer",2018-07-20 09:15:00,2018-07-19 19:15:00,-35.1672538,149.1826158,698777.393,6106227.586,692.54,1,23.5,1.6,5,"Field","Free",2018-07-19 19:15:00,2018-07-19,2018-07-19,"14.1","1.2","0",41.1,"Yes","2018-07-19 07:15:00",2018-07-19,200,43,"Settlement",48,"Eucalypt Woodlands","Eucalypt woodland","Inside"
"1290",8235,8,47,"A810","Pandora","Fawn","Reinforcer",2018-07-20 09:30:00,2018-07-19 19:30:00,-35.1673225,149.1825025,698766.906,6106220.192,631.37,2,22.5,1.6,5,"Field","Free",2018-07-19 19:30:00,2018-07-19,2018-07-19,"14.1","1.2","0",41.1,"Yes","2018-07-19 07:30:00",2018-07-19,200,43,"Settlement",48,"Eucalypt Woodlands","Eucalypt woodland","Inside"
"1291",8236,8,47,"A810","Pandora","Fawn","Reinforcer",2018-07-20 09:45:00,2018-07-19 19:45:00,-35.1671602,149.1826073,698776.847,6106237.985,643.05,1,24,1.8,5,"Field","Free",2018-07-19 19:45:00,2018-07-19,2018-07-19,"14.1","1.2","0",41.1,"Yes","2018-07-19 07:45:00",2018-07-19,200,43,"Settlement",48,"Eucalypt Woodlands","Eucalypt woodland","Inside"
"1292",8237,8,47,"A810","Pandora","Fawn","Reinforcer",2018-07-20 10:00:00,2018-07-19 20:00:00,-35.167131,149.1819865,698720.371,6106242.466,625.07,8,19.5,1.8,5,"Field","Free",2018-07-19 20:00:00,2018-07-19,2018-07-19,"14.1","1.2","0",41.1,"Yes","2018-07-19 08:00:00",2018-07-19,200,43,"Settlement",48,"Eucalypt Woodlands","Eucalypt woodland","Inside"
"1293",8255,8,47,"A810","Pandora","Fawn","Reinforcer",2018-07-20 14:30:00,2018-07-20 00:30:00,-35.1669372,149.1842327,698925.445,6106259.471,664.26,2,20,1.8,5,"Field","Free",2018-07-20 00:30:00,2018-07-20,2018-07-20,"10.7","0.6","0.6",51.7,"Yes","2018-07-19 12:30:00",2018-07-19,200,43,"Settlement",40,"Tussock Grasslands","Grassland","Inside"
"1294",8256,8,47,"A810","Pandora","Fawn","Reinforcer",2018-07-20 14:45:00,2018-07-20 00:45:00,-35.1682566,149.1858668,699071.074,6106109.843,678.72,52,18.5,1.8,5,"Field","Free",2018-07-20 00:45:00,2018-07-20,2018-07-20,"10.7","0.6","0.6",51.7,"Yes","2018-07-19 12:45:00",2018-07-19,200,43,"Settlement",40,"Tussock Grasslands","Grassland","Inside"
"1295",8258,8,47,"A810","Pandora","Fawn","Reinforcer",2018-07-20 15:15:00,2018-07-20 01:15:00,-35.1669933,149.1842642,698928.177,6106253.185,693.63,4,27,1.6,5,"Field","Free",2018-07-20 01:15:00,2018-07-20,2018-07-20,"10.7","0.6","0.6",51.7,"Yes","2018-07-19 13:15:00",2018-07-19,200,43,"Settlement",40,"Tussock Grasslands","Grassland","Inside"
"1296",8259,8,47,"A810","Pandora","Fawn","Reinforcer",2018-07-20 15:30:00,2018-07-20 01:30:00,-35.1669542,149.1841742,698920.075,6106257.702,673.75,34,25,1.4,6,"Field","Free",2018-07-20 01:30:00,2018-07-20,2018-07-20,"10.7","0.6","0.6",51.7,"Yes","2018-07-19 13:30:00",2018-07-19,200,43,"Settlement",40,"Tussock Grasslands","Grassland","Inside"
"1297",8260,8,47,"A810","Pandora","Fawn","Reinforcer",2018-07-20 15:45:00,2018-07-20 01:45:00,-35.1670567,149.1841459,698917.247,6106246.389,683.65,12,24,1.4,5,"Field","Free",2018-07-20 01:45:00,2018-07-20,2018-07-20,"10.7","0.6","0.6",51.7,"Yes","2018-07-19 13:45:00",2018-07-19,200,43,"Settlement",40,"Tussock Grasslands","Grassland","Inside"
"1298",8277,8,47,"A810","Pandora","Fawn","Reinforcer",2018-07-20 20:00:00,2018-07-20 06:00:00,-35.1672183,149.183324,698841.988,6106230.107,666.88,36,18,1,8,"Field","Free",2018-07-20 06:00:00,2018-07-20,2018-07-20,"10.7","0.6","0.6",51.7,"Yes","2018-07-19 18:00:00",2018-07-19,200,43,"Settlement",23,"Tussock Grasslands","Grassland","Inside"
"1299",8278,8,47,"A810","Pandora","Fawn","Reinforcer",2018-07-20 20:15:00,2018-07-20 06:15:00,-35.1671085,149.1821311,698733.597,6106244.672,640.76,14,33,2.2,5,"Field","Free",2018-07-20 06:15:00,2018-07-20,2018-07-20,"10.7","0.6","0.6",51.7,"Yes","2018-07-19 18:15:00",2018-07-19,200,43,"Settlement",48,"Eucalypt Woodlands","Eucalypt woodland","Inside"
"1300",8279,8,47,"A810","Pandora","Fawn","Reinforcer",2018-07-20 20:30:00,2018-07-20 06:30:00,-35.1666122,149.182225,698743.358,6106299.538,691.15,41,38.5,2,5,"Field","Free",2018-07-20 06:30:00,2018-07-20,2018-07-20,"10.7","0.6","0.6",51.7,"Yes","2018-07-19 18:30:00",2018-07-19,200,43,"Settlement",48,"Eucalypt Woodlands","Eucalypt woodland","Inside"
"1301",8288,8,47,"A810","Pandora","Fawn","Reinforcer",2018-07-21 08:30:00,2018-07-20 18:30:00,-35.1669862,149.1841477,698917.583,6106254.206,680.86,2,22,1.6,5,"Field","Free",2018-07-20 18:30:00,2018-07-20,2018-07-20,"10.7","0.6","0.6",51.7,"Yes","2018-07-20 06:30:00",2018-07-20,201,44,"Settlement",40,"Tussock Grasslands","Grassland","Inside"
"1302",8289,8,47,"A810","Pandora","Fawn","Reinforcer",2018-07-21 08:45:00,2018-07-20 18:45:00,-35.1670882,149.1841016,698913.135,6106242.983,649.17,2,21,1.8,5,"Field","Free",2018-07-20 18:45:00,2018-07-20,2018-07-20,"10.7","0.6","0.6",51.7,"Yes","2018-07-20 06:45:00",2018-07-20,201,44,"Settlement",40,"Tussock Grasslands","Grassland","Inside"
"1303",8290,8,47,"A810","Pandora","Fawn","Reinforcer",2018-07-21 09:00:00,2018-07-20 19:00:00,-35.1668883,149.1841423,698917.33,6106265.076,665.03,3,19.5,1.8,5,"Field","Free",2018-07-20 19:00:00,2018-07-20,2018-07-20,"10.7","0.6","0.6",51.7,"Yes","2018-07-20 07:00:00",2018-07-20,201,44,"Settlement",40,"Tussock Grasslands","Grassland","Inside"
"1304",8291,8,47,"A810","Pandora","Fawn","Reinforcer",2018-07-21 09:15:00,2018-07-20 19:15:00,-35.1669816,149.1842174,698923.943,6106254.576,681.58,2,21,1.6,5,"Field","Free",2018-07-20 19:15:00,2018-07-20,2018-07-20,"10.7","0.6","0.6",51.7,"Yes","2018-07-20 07:15:00",2018-07-20,201,44,"Settlement",40,"Tussock Grasslands","Grassland","Inside"
"1305",8292,8,47,"A810","Pandora","Fawn","Reinforcer",2018-07-21 09:30:00,2018-07-20 19:30:00,-35.1670046,149.1841292,698915.853,6106252.202,669.29,3,19,1.4,5,"Field","Free",2018-07-20 19:30:00,2018-07-20,2018-07-20,"10.7","0.6","0.6",51.7,"Yes","2018-07-20 07:30:00",2018-07-20,201,44,"Settlement",40,"Tussock Grasslands","Grassland","Inside"
"1306",8314,8,47,"A810","Pandora","Fawn","Reinforcer",2018-07-21 14:59:00,2018-07-21 00:59:00,-35.1682844,149.1841727,698916.697,6106110.151,679.56,1,19,2.4,5,"Field","Free",2018-07-21 00:59:00,2018-07-21,2018-07-21,"12.4","1.6","0.4",61.8,"Yes","2018-07-20 12:59:00",2018-07-20,201,44,"Settlement",23,"Tussock Grasslands","Grassland","Inside"
"1307",8315,8,47,"A810","Pandora","Fawn","Reinforcer",2018-07-21 15:15:00,2018-07-21 01:15:00,-35.1670309,149.1841517,698917.838,6106249.239,675.55,2,17.5,1.2,6,"Field","Free",2018-07-21 01:15:00,2018-07-21,2018-07-21,"12.4","1.6","0.4",61.8,"Yes","2018-07-20 13:15:00",2018-07-20,201,44,"Settlement",40,"Tussock Grasslands","Grassland","Inside"
"1308",8316,8,47,"A810","Pandora","Fawn","Reinforcer",2018-07-21 15:30:00,2018-07-21 01:30:00,-35.1670579,149.1840899,698912.143,6106246.368,666.1,4,20,2.2,5,"Field","Free",2018-07-21 01:30:00,2018-07-21,2018-07-21,"12.4","1.6","0.4",61.8,"Yes","2018-07-20 13:30:00",2018-07-20,201,44,"Settlement",40,"Tussock Grasslands","Grassland","Inside"
"1309",8317,8,47,"A810","Pandora","Fawn","Reinforcer",2018-07-21 15:45:00,2018-07-21 01:45:00,-35.1669981,149.1840897,698912.271,6106253.002,668.56,7,21,1,6,"Field","Free",2018-07-21 01:45:00,2018-07-21,2018-07-21,"12.4","1.6","0.4",61.8,"Yes","2018-07-20 13:45:00",2018-07-20,201,44,"Settlement",40,"Tussock Grasslands","Grassland","Inside"
"1310",8318,8,47,"A810","Pandora","Fawn","Reinforcer",2018-07-21 16:00:00,2018-07-21 02:00:00,-35.1668738,149.1842384,698926.118,6106266.492,660.36,2,21.5,1,6,"Field","Free",2018-07-21 02:00:00,2018-07-21,2018-07-21,"12.4","1.6","0.4",61.8,"Yes","2018-07-20 14:00:00",2018-07-20,201,44,"Settlement",40,"Tussock Grasslands","Grassland","Inside"
"1311",8320,8,47,"A810","Pandora","Fawn","Reinforcer",2018-07-21 16:30:00,2018-07-21 02:30:00,-35.1685331,149.1843748,698934.499,6106082.159,669.91,35,18.5,0.8,8,"Field","Free",2018-07-21 02:30:00,2018-07-21,2018-07-21,"12.4","1.6","0.4",61.8,"Yes","2018-07-20 14:30:00",2018-07-20,201,44,"Settlement",23,"Tussock Grasslands","Grassland","Inside"
"1312",8332,8,47,"A810","Pandora","Fawn","Reinforcer",2018-07-21 19:30:00,2018-07-21 05:30:00,-35.1668385,149.1842155,698924.119,6106270.454,667.66,3,25,2.4,6,"Field","Free",2018-07-21 05:30:00,2018-07-21,2018-07-21,"12.4","1.6","0.4",61.8,"Yes","2018-07-20 17:30:00",2018-07-20,201,44,"Settlement",40,"Tussock Grasslands","Grassland","Inside"
"1313",8345,8,47,"A810","Pandora","Fawn","Reinforcer",2018-07-22 08:30:00,2018-07-21 18:30:00,-35.1669637,149.1841912,698921.6,6106256.614,670.52,2,26,1.4,6,"Field","Free",2018-07-21 18:30:00,2018-07-21,2018-07-21,"12.4","1.6","0.4",61.8,"Yes","2018-07-21 06:30:00",2018-07-21,202,45,"Settlement",40,"Tussock Grasslands","Grassland","Inside"
"1314",8346,8,47,"A810","Pandora","Fawn","Reinforcer",2018-07-22 08:45:00,2018-07-21 18:45:00,-35.1674873,149.1827128,698785.66,6106201.49,664.45,3,18.5,1.2,7,"Field","Free",2018-07-21 18:45:00,2018-07-21,2018-07-21,"12.4","1.6","0.4",61.8,"Yes","2018-07-21 06:45:00",2018-07-21,202,45,"Settlement",48,"Eucalypt Woodlands","Eucalypt woodland","Inside"
"1315",8347,8,47,"A810","Pandora","Fawn","Reinforcer",2018-07-22 09:00:00,2018-07-21 19:00:00,-35.1669436,149.1841481,698917.723,6106258.93,663.27,6,21,1.2,7,"Field","Free",2018-07-21 19:00:00,2018-07-21,2018-07-21,"12.4","1.6","0.4",61.8,"Yes","2018-07-21 07:00:00",2018-07-21,202,45,"Settlement",40,"Tussock Grasslands","Grassland","Inside"
"1316",8348,8,47,"A810","Pandora","Fawn","Reinforcer",2018-07-22 09:15:00,2018-07-21 19:15:00,-35.166954,149.1842139,698923.691,6106257.645,666.83,2,22.5,1,7,"Field","Free",2018-07-21 19:15:00,2018-07-21,2018-07-21,"12.4","1.6","0.4",61.8,"Yes","2018-07-21 07:15:00",2018-07-21,202,45,"Settlement",40,"Tussock Grasslands","Grassland","Inside"
"1317",8349,8,47,"A810","Pandora","Fawn","Reinforcer",2018-07-22 09:30:00,2018-07-21 19:30:00,-35.1669355,149.1840839,698911.895,6106259.957,669.75,2,20.5,1.2,6,"Field","Free",2018-07-21 19:30:00,2018-07-21,2018-07-21,"12.4","1.6","0.4",61.8,"Yes","2018-07-21 07:30:00",2018-07-21,202,45,"Settlement",40,"Tussock Grasslands","Grassland","Inside"
"1318",8350,8,47,"A810","Pandora","Fawn","Reinforcer",2018-07-22 09:45:00,2018-07-21 19:45:00,-35.167029,149.1821325,698733.918,6106253.488,651.54,25,25,1.4,5,"Field","Free",2018-07-21 19:45:00,2018-07-21,2018-07-21,"12.4","1.6","0.4",61.8,"Yes","2018-07-21 07:45:00",2018-07-21,202,45,"Settlement",48,"Eucalypt Woodlands","Eucalypt woodland","Inside"
"1319",8371,8,47,"A810","Pandora","Fawn","Reinforcer",2018-07-22 15:00:00,2018-07-22 01:00:00,-35.1669358,149.18418,698920.648,6106259.732,666.23,39,26.5,2.2,5,"Field","Free",2018-07-22 01:00:00,2018-07-22,2018-07-22,"10.6","-6.2","0",71.3,"Yes","2018-07-21 13:00:00",2018-07-21,202,45,"Settlement",40,"Tussock Grasslands","Grassland","Inside"
"1320",8372,8,47,"A810","Pandora","Fawn","Reinforcer",2018-07-22 15:15:00,2018-07-22 01:15:00,-35.1672491,149.1842332,698924.73,6106224.872,667.24,2,19,1.8,5,"Field","Free",2018-07-22 01:15:00,2018-07-22,2018-07-22,"10.6","-6.2","0",71.3,"Yes","2018-07-21 13:15:00",2018-07-21,202,45,"Settlement",40,"Tussock Grasslands","Grassland","Inside"
"1321",8374,8,47,"A810","Pandora","Fawn","Reinforcer",2018-07-22 15:45:00,2018-07-22 01:45:00,-35.1669973,149.184265,698928.24,6106252.74,658.27,1,25,1.4,5,"Field","Free",2018-07-22 01:45:00,2018-07-22,2018-07-22,"10.6","-6.2","0",71.3,"Yes","2018-07-21 13:45:00",2018-07-21,202,45,"Settlement",40,"Tussock Grasslands","Grassland","Inside"
"1322",8375,8,47,"A810","Pandora","Fawn","Reinforcer",2018-07-22 16:00:00,2018-07-22 02:00:00,-35.1668947,149.1841818,698920.912,6106264.287,665.75,4,24,1.2,5,"Field","Free",2018-07-22 02:00:00,2018-07-22,2018-07-22,"10.6","-6.2","0",71.3,"Yes","2018-07-21 14:00:00",2018-07-21,202,45,"Settlement",40,"Tussock Grasslands","Grassland","Inside"
"1323",8404,8,47,"A810","Pandora","Fawn","Reinforcer",2018-07-23 09:00:00,2018-07-22 19:00:00,-35.1669317,149.1841421,698917.206,6106260.262,675.55,39,24,1.4,5,"Field","Free",2018-07-22 19:00:00,2018-07-22,2018-07-22,"10.6","-6.2","0",71.3,"Yes","2018-07-22 07:00:00",2018-07-22,203,46,"Settlement",40,"Tussock Grasslands","Grassland","Inside"
"1324",8405,8,47,"A810","Pandora","Fawn","Reinforcer",2018-07-23 09:15:00,2018-07-22 19:15:00,-35.166791,149.1839781,698902.61,6106276.198,676.88,2,22,1.2,5,"Field","Free",2018-07-22 19:15:00,2018-07-22,2018-07-22,"10.6","-6.2","0",71.3,"Yes","2018-07-22 07:15:00",2018-07-22,203,46,"Settlement",23,"Tussock Grasslands","Grassland","Inside"
"1325",8406,8,47,"A810","Pandora","Fawn","Reinforcer",2018-07-23 09:30:00,2018-07-22 19:30:00,-35.1663493,149.1821384,698736.11,6106328.873,673.51,3,18,1.2,5,"Field","Free",2018-07-22 19:30:00,2018-07-22,2018-07-22,"10.6","-6.2","0",71.3,"Yes","2018-07-22 07:30:00",2018-07-22,203,46,"Settlement",48,"Eucalypt Woodlands","Eucalypt woodland","Inside"
"1326",8426,8,47,"A810","Pandora","Fawn","Reinforcer",2018-07-23 14:30:00,2018-07-23 00:30:00,-35.1665243,149.1846781,698967.022,6106304.381,665.05,37,20,1.8,6,"Field","Free",2018-07-23 00:30:00,2018-07-23,2018-07-23,"12.8","-7.4","0",79.7,"Yes","2018-07-22 12:30:00",2018-07-22,203,46,"Settlement",23,"Tussock Grasslands","Grassland","Inside"
"1327",8429,8,47,"A810","Pandora","Fawn","Reinforcer",2018-07-23 15:15:00,2018-07-23 01:15:00,-35.1690473,149.1846371,698957.138,6106024.595,682.69,7,19.5,1.2,6,"Field","Free",2018-07-23 01:15:00,2018-07-23,2018-07-23,"12.8","-7.4","0",79.7,"Yes","2018-07-22 13:15:00",2018-07-22,203,46,"Settlement",23,"Tussock Grasslands","Grassland","Inside"
