"","order","collar","quoll","microchip","name","morph","cohort","gmt","aest","latitude","longitude","easting","northing","altitude","duration","temp","dop","satellites","deployment","trap","date_time","date","day","min_temp","max_temp","precip","moon","study","date_time_12hr","date_12hr","day_12hr","night_12hr","period","id","nvis_habitat","mfws_habitat","fence"
"1",24,3,34,"D54D","Ebony","Dark","Resident",2018-06-19 18:45:00,2018-06-19 04:45:00,-35.1668772,149.168308,697475.041,6106297.875,685.87,2,28.5,1.2,5,"Field","Free",2018-06-19 04:45:00,2018-06-19,2018-06-19,"12.8","3","0.2",34.4,"Yes","2018-06-18 16:45:00",2018-06-18,169,12,"Baseline",33,"Eucalypt Woodlands","Eucalypt woodland","Inside"
"2",62,3,34,"D54D","Ebony","Dark","Resident",2018-06-20 14:00:00,2018-06-20,-35.1671746,149.1681292,697458.035,6106265.241,706.76,1,24,1.4,5,"Field","Free",2018-06-20,2018-06-20,2018-06-20,"14","1.1000000000000001","0",45.3,"Yes","2018-06-19 12:00:00",2018-06-19,170,13,"Baseline",52,"Eucalypt Woodlands","Eucalypt woodland","Inside"
"3",63,3,34,"D54D","Ebony","Dark","Resident",2018-06-20 14:15:00,2018-06-20 00:15:00,-35.1668037,149.1682543,697470.328,6106306.135,636.68,1,24.5,1.6,5,"Field","Free",2018-06-20 00:15:00,2018-06-20,2018-06-20,"14","1.1000000000000001","0",45.3,"Yes","2018-06-19 12:15:00",2018-06-19,170,13,"Baseline",33,"Eucalypt Woodlands","Eucalypt woodland","Inside"
"4",64,3,34,"D54D","Ebony","Dark","Resident",2018-06-20 14:30:00,2018-06-20 00:30:00,-35.1675086,149.1688326,697521.298,6106226.794,673.26,41,27,1.8,5,"Field","Free",2018-06-20 00:30:00,2018-06-20,2018-06-20,"14","1.1000000000000001","0",45.3,"Yes","2018-06-19 12:30:00",2018-06-19,170,13,"Baseline",49,"Tussock Grasslands","Grassland","Inside"
"5",107,3,34,"D54D","Ebony","Dark","Resident",2018-06-21 11:00:00,2018-06-20 21:00:00,-35.1654992,149.1749314,698081.697,6106437.555,678.91,1,21,1.8,5,"Field","Free",2018-06-20 21:00:00,2018-06-20,2018-06-20,"14","1.1000000000000001","0",45.3,"Yes","2018-06-20 09:00:00",2018-06-20,171,14,"Baseline",52,"Eucalypt Woodlands","Eucalypt woodland","Inside"
"6",108,3,34,"D54D","Ebony","Dark","Resident",2018-06-21 11:15:00,2018-06-20 21:15:00,-35.1654862,149.1749048,698079.305,6106439.05,689.63,6,21.5,1.4,5,"Field","Free",2018-06-20 21:15:00,2018-06-20,2018-06-20,"14","1.1000000000000001","0",45.3,"Yes","2018-06-20 09:15:00",2018-06-20,171,14,"Baseline",52,"Eucalypt Woodlands","Eucalypt woodland","Inside"
"7",129,3,34,"D54D","Ebony","Dark","Resident",2018-06-21 16:30:00,2018-06-21 02:30:00,-35.1654904,149.1748903,698077.974,6106438.613,668.14,20,23,1.8,5,"Field","Free",2018-06-21 02:30:00,2018-06-21,2018-06-21,"12.7","-4.0999999999999996","0",56.2,"Yes","2018-06-20 14:30:00",2018-06-20,171,14,"Baseline",52,"Eucalypt Woodlands","Eucalypt woodland","Inside"
"8",131,3,34,"D54D","Ebony","Dark","Resident",2018-06-21 17:00:00,2018-06-21 03:00:00,-35.1655112,149.1750616,698093.527,6106435.965,668.34,34,36.5,1.6,6,"Field","Free",2018-06-21 03:00:00,2018-06-21,2018-06-21,"12.7","-4.0999999999999996","0",56.2,"Yes","2018-06-20 15:00:00",2018-06-20,171,14,"Baseline",52,"Eucalypt Woodlands","Eucalypt woodland","Inside"
"9",132,3,34,"D54D","Ebony","Dark","Resident",2018-06-21 17:15:00,2018-06-21 03:15:00,-35.165484,149.1749263,698081.269,6106439.251,655.27,13,25,1.4,6,"Field","Free",2018-06-21 03:15:00,2018-06-21,2018-06-21,"12.7","-4.0999999999999996","0",56.2,"Yes","2018-06-20 15:15:00",2018-06-20,171,14,"Baseline",52,"Eucalypt Woodlands","Eucalypt woodland","Inside"
"10",151,3,34,"D54D","Ebony","Dark","Resident",2018-06-22 07:45:00,2018-06-21 17:45:00,-35.1654959,149.1749693,698085.157,6106437.846,669.01,38,24.5,1.4,6,"Field","Free",2018-06-21 17:45:00,2018-06-21,2018-06-21,"12.7","-4.0999999999999996","0",56.2,"Yes","2018-06-21 05:45:00",2018-06-21,172,15,"Baseline",52,"Eucalypt Woodlands","Eucalypt woodland","Inside"
"11",152,3,34,"D54D","Ebony","Dark","Resident",2018-06-22 08:00:00,2018-06-21 18:00:00,-35.1654977,149.1749543,698083.786,6106437.676,668.73,11,25,1.4,5,"Field","Free",2018-06-21 18:00:00,2018-06-21,2018-06-21,"12.7","-4.0999999999999996","0",56.2,"Yes","2018-06-21 06:00:00",2018-06-21,172,15,"Baseline",52,"Eucalypt Woodlands","Eucalypt woodland","Inside"
"12",153,3,34,"D54D","Ebony","Dark","Resident",2018-06-22 08:15:00,2018-06-21 18:15:00,-35.1654845,149.174943,698082.789,6106439.163,665.6,4,23.5,1.4,6,"Field","Free",2018-06-21 18:15:00,2018-06-21,2018-06-21,"12.7","-4.0999999999999996","0",56.2,"Yes","2018-06-21 06:15:00",2018-06-21,172,15,"Baseline",52,"Eucalypt Woodlands","Eucalypt woodland","Inside"
"13",154,3,34,"D54D","Ebony","Dark","Resident",2018-06-22 08:30:00,2018-06-21 18:30:00,-35.1672502,149.1751682,698099.018,6106242.851,661.86,1,17.5,1.4,6,"Field","Free",2018-06-21 18:30:00,2018-06-21,2018-06-21,"12.7","-4.0999999999999996","0",56.2,"Yes","2018-06-21 06:30:00",2018-06-21,172,15,"Baseline",52,"Eucalypt Woodlands","Eucalypt woodland","Inside"
"14",155,3,34,"D54D","Ebony","Dark","Resident",2018-06-22 08:45:00,2018-06-21 18:45:00,-35.1654925,149.1749713,698085.347,6106438.219,664.34,2,18,1.4,6,"Field","Free",2018-06-21 18:45:00,2018-06-21,2018-06-21,"12.7","-4.0999999999999996","0",56.2,"Yes","2018-06-21 06:45:00",2018-06-21,172,15,"Baseline",52,"Eucalypt Woodlands","Eucalypt woodland","Inside"
"15",156,3,34,"D54D","Ebony","Dark","Resident",2018-06-22 09:00:00,2018-06-21 19:00:00,-35.1654443,149.174945,698083.069,6106443.618,658.04,1,21,1.6,5,"Field","Free",2018-06-21 19:00:00,2018-06-21,2018-06-21,"12.7","-4.0999999999999996","0",56.2,"Yes","2018-06-21 07:00:00",2018-06-21,172,15,"Baseline",52,"Eucalypt Woodlands","Eucalypt woodland","Inside"
"16",157,3,34,"D54D","Ebony","Dark","Resident",2018-06-22 09:15:00,2018-06-21 19:15:00,-35.165681,149.1740235,697998.555,6106419.197,638.12,2,17,1.8,5,"Field","Free",2018-06-21 19:15:00,2018-06-21,2018-06-21,"12.7","-4.0999999999999996","0",56.2,"Yes","2018-06-21 07:15:00",2018-06-21,172,15,"Baseline",52,"Eucalypt Woodlands","Eucalypt woodland","Inside"
"17",159,3,34,"D54D","Ebony","Dark","Resident",2018-06-22 09:45:00,2018-06-21 19:45:00,-35.1652879,149.1713103,697752.364,6106468.203,649.68,4,26.5,2.6,5,"Field","Free",2018-06-21 19:45:00,2018-06-21,2018-06-21,"12.7","-4.0999999999999996","0",56.2,"Yes","2018-06-21 07:45:00",2018-06-21,172,15,"Baseline",52,"Eucalypt Woodlands","Eucalypt woodland","Inside"
"18",176,3,34,"D54D","Ebony","Dark","Resident",2018-06-22 14:00:00,2018-06-22,-35.1654677,149.1749619,698084.551,6106440.989,663.03,34,20.5,1.4,6,"Field","Free",2018-06-22,2018-06-22,2018-06-22,"13.4","-5.0999999999999996","0",66.6,"Yes","2018-06-21 12:00:00",2018-06-21,172,15,"Baseline",52,"Eucalypt Woodlands","Eucalypt woodland","Inside"
"19",177,3,34,"D54D","Ebony","Dark","Resident",2018-06-22 14:15:00,2018-06-22 00:15:00,-35.1661877,149.1730055,697904.598,6106365.018,664.24,18,17,1.6,6,"Field","Free",2018-06-22 00:15:00,2018-06-22,2018-06-22,"13.4","-5.0999999999999996","0",66.6,"Yes","2018-06-21 12:15:00",2018-06-21,172,15,"Baseline",52,"Eucalypt Woodlands","Eucalypt woodland","Inside"
"20",192,3,34,"D54D","Ebony","Dark","Resident",2018-06-22 18:00:00,2018-06-22 04:00:00,-35.159883,149.1631457,697021.696,6107083.956,669.24,2,27.5,1.2,5,"Field","Free",2018-06-22 04:00:00,2018-06-22,2018-06-22,"13.4","-5.0999999999999996","0",66.6,"Yes","2018-06-21 16:00:00",2018-06-21,172,15,"Baseline",33,"Eucalypt Woodlands","Eucalypt woodland","Inside"
"21",193,3,34,"D54D","Ebony","Dark","Resident",2018-06-22 18:15:00,2018-06-22 04:15:00,-35.1597883,149.1633954,697044.671,6107093.966,689.38,2,27.5,1.2,5,"Field","Free",2018-06-22 04:15:00,2018-06-22,2018-06-22,"13.4","-5.0999999999999996","0",66.6,"Yes","2018-06-21 16:15:00",2018-06-21,172,15,"Baseline",33,"Eucalypt Woodlands","Eucalypt woodland","Inside"
"22",208,3,34,"D54D","Ebony","Dark","Resident",2018-06-23 07:45:00,2018-06-22 17:45:00,-35.1598897,149.1635987,697062.946,6107082.315,699.45,38,32,1.2,6,"Field","Free",2018-06-22 17:45:00,2018-06-22,2018-06-22,"13.4","-5.0999999999999996","0",66.6,"Yes","2018-06-22 05:45:00",2018-06-22,173,16,"Baseline",33,"Eucalypt Woodlands","Eucalypt woodland","Inside"
"23",209,3,34,"D54D","Ebony","Dark","Resident",2018-06-23 08:00:00,2018-06-22 18:00:00,-35.1599046,149.1636589,697068.394,6107080.543,702.31,12,32.5,1.2,6,"Field","Free",2018-06-22 18:00:00,2018-06-22,2018-06-22,"13.4","-5.0999999999999996","0",66.6,"Yes","2018-06-22 06:00:00",2018-06-22,173,16,"Baseline",33,"Eucalypt Woodlands","Eucalypt woodland","Inside"
"24",210,3,34,"D54D","Ebony","Dark","Resident",2018-06-23 08:15:00,2018-06-22 18:15:00,-35.159913,149.1636667,697069.084,6107079.596,685.36,12,32,1.6,5,"Field","Free",2018-06-22 18:15:00,2018-06-22,2018-06-22,"13.4","-5.0999999999999996","0",66.6,"Yes","2018-06-22 06:15:00",2018-06-22,173,16,"Baseline",33,"Eucalypt Woodlands","Eucalypt woodland","Inside"
"25",211,3,34,"D54D","Ebony","Dark","Resident",2018-06-23 08:30:00,2018-06-22 18:30:00,-35.1598057,149.1637697,697078.726,6107091.294,705.73,21,28,1,6,"Field","Free",2018-06-22 18:30:00,2018-06-22,2018-06-22,"13.4","-5.0999999999999996","0",66.6,"Yes","2018-06-22 06:30:00",2018-06-22,173,16,"Baseline",33,"Eucalypt Woodlands","Eucalypt woodland","Inside"
"26",212,3,34,"D54D","Ebony","Dark","Resident",2018-06-23 08:45:00,2018-06-22 18:45:00,-35.1597854,149.1661599,697296.512,6107088.806,708.94,5,19,1,6,"Field","Free",2018-06-22 18:45:00,2018-06-22,2018-06-22,"13.4","-5.0999999999999996","0",66.6,"Yes","2018-06-22 06:45:00",2018-06-22,173,16,"Baseline",33,"Eucalypt Woodlands","Eucalypt woodland","Inside"
"27",230,3,34,"D54D","Ebony","Dark","Resident",2018-06-23 13:15:00,2018-06-22 23:15:00,-35.1609146,149.1621984,696932.913,6106971.402,680.41,34,21.5,1.4,5,"Field","Free",2018-06-22 23:15:00,2018-06-22,2018-06-22,"13.4","-5.0999999999999996","0",66.6,"Yes","2018-06-22 11:15:00",2018-06-22,173,16,"Baseline",2,"Tussock Grasslands","Grassland","Inside"
"28",242,3,34,"D54D","Ebony","Dark","Resident",2018-06-23 16:15:00,2018-06-23 02:15:00,-35.1603669,149.1644957,697143.506,6107027.603,775.36,3,19,2.4,5,"Field","Free",2018-06-23 02:15:00,2018-06-23,2018-06-23,"13.4","-5.0999999999999996","0.2",75.9,"Yes","2018-06-22 14:15:00",2018-06-22,173,16,"Baseline",33,"Eucalypt Woodlands","Eucalypt woodland","Inside"
"29",243,3,34,"D54D","Ebony","Dark","Resident",2018-06-23 16:30:00,2018-06-23 02:30:00,-35.1605926,149.1641176,697108.518,6107003.317,684.24,37,25.5,1.8,5,"Field","Free",2018-06-23 02:30:00,2018-06-23,2018-06-23,"13.4","-5.0999999999999996","0.2",75.9,"Yes","2018-06-22 14:30:00",2018-06-22,173,16,"Baseline",33,"Eucalypt Woodlands","Eucalypt woodland","Inside"
"30",244,3,34,"D54D","Ebony","Dark","Resident",2018-06-23 16:45:00,2018-06-23 02:45:00,-35.160819,149.1632289,697027.016,6106979.965,719.77,6,18.5,2,5,"Field","Free",2018-06-23 02:45:00,2018-06-23,2018-06-23,"13.4","-5.0999999999999996","0.2",75.9,"Yes","2018-06-22 14:45:00",2018-06-22,173,16,"Baseline",36,"Eucalypt Open Woodlands","Eucalypt woodland","Inside"
"31",245,3,34,"D54D","Ebony","Dark","Resident",2018-06-23 17:00:00,2018-06-23 03:00:00,-35.1609912,149.1620389,696918.198,6106963.221,661.39,1,18.5,1.8,5,"Field","Free",2018-06-23 03:00:00,2018-06-23,2018-06-23,"13.4","-5.0999999999999996","0.2",75.9,"Yes","2018-06-22 15:00:00",2018-06-22,173,16,"Baseline",2,"Tussock Grasslands","Grassland","Inside"
"32",246,3,34,"D54D","Ebony","Dark","Resident",2018-06-23 17:15:00,2018-06-23 03:15:00,-35.161176,149.1617267,696889.313,6106943.34,665.27,3,26,1.6,5,"Field","Free",2018-06-23 03:15:00,2018-06-23,2018-06-23,"13.4","-5.0999999999999996","0.2",75.9,"Yes","2018-06-22 15:15:00",2018-06-22,173,16,"Baseline",2,"Tussock Grasslands","Grassland","Inside"
"33",253,3,34,"D54D","Ebony","Dark","Resident",2018-06-23 19:00:00,2018-06-23 05:00:00,-35.1606303,149.1640551,697102.734,6106999.259,711.3,2,25,1.6,5,"Field","Free",2018-06-23 05:00:00,2018-06-23,2018-06-23,"13.4","-5.0999999999999996","0.2",75.9,"Yes","2018-06-22 17:00:00",2018-06-22,173,16,"Baseline",33,"Eucalypt Woodlands","Eucalypt woodland","Inside"
"34",255,3,34,"D54D","Ebony","Dark","Resident",2018-06-23 19:30:00,2018-06-23 05:30:00,-35.1616931,149.1675975,697422.859,6106874.339,689.75,4,17.5,1.8,5,"Field","Free",2018-06-23 05:30:00,2018-06-23,2018-06-23,"13.4","-5.0999999999999996","0.2",75.9,"Yes","2018-06-22 17:30:00",2018-06-22,173,16,"Baseline",33,"Eucalypt Woodlands","Eucalypt woodland","Inside"
"35",265,3,34,"D54D","Ebony","Dark","Resident",2018-06-24 07:45:00,2018-06-23 17:45:00,-35.1659232,149.164879,697165.005,6106410.505,679.86,36,26.5,1.4,5,"Field","Free",2018-06-23 17:45:00,2018-06-23,2018-06-23,"13.4","-5.0999999999999996","0.2",75.9,"Yes","2018-06-23 05:45:00",2018-06-23,174,17,"Baseline",36,"Eucalypt Open Woodlands","Eucalypt woodland","Inside"
"36",266,3,34,"D54D","Ebony","Dark","Resident",2018-06-24 08:00:00,2018-06-23 18:00:00,-35.1659216,149.1648659,697163.816,6106410.708,674.9,2,26,1.4,5,"Field","Free",2018-06-23 18:00:00,2018-06-23,2018-06-23,"13.4","-5.0999999999999996","0.2",75.9,"Yes","2018-06-23 06:00:00",2018-06-23,174,17,"Baseline",36,"Eucalypt Open Woodlands","Eucalypt woodland","Inside"
"37",267,3,34,"D54D","Ebony","Dark","Resident",2018-06-24 08:15:00,2018-06-23 18:15:00,-35.165829,149.165157,697190.555,6106420.403,698.16,5,28.5,1.4,5,"Field","Free",2018-06-23 18:15:00,2018-06-23,2018-06-23,"13.4","-5.0999999999999996","0.2",75.9,"Yes","2018-06-23 06:15:00",2018-06-23,174,17,"Baseline",33,"Eucalypt Woodlands","Eucalypt woodland","Inside"
"38",268,3,34,"D54D","Ebony","Dark","Resident",2018-06-24 08:30:00,2018-06-23 18:30:00,-35.165733,149.1652364,697198.02,6106430.894,676.82,5,30,1.6,5,"Field","Free",2018-06-23 18:30:00,2018-06-23,2018-06-23,"13.4","-5.0999999999999996","0.2",75.9,"Yes","2018-06-23 06:30:00",2018-06-23,174,17,"Baseline",33,"Eucalypt Woodlands","Eucalypt woodland","Inside"
"39",269,3,34,"D54D","Ebony","Dark","Resident",2018-06-24 08:45:00,2018-06-23 18:45:00,-35.1657696,149.1652517,697199.325,6106426.804,665.84,5,28.5,1.6,5,"Field","Free",2018-06-23 18:45:00,2018-06-23,2018-06-23,"13.4","-5.0999999999999996","0.2",75.9,"Yes","2018-06-23 06:45:00",2018-06-23,174,17,"Baseline",33,"Eucalypt Woodlands","Eucalypt woodland","Inside"
"40",275,3,34,"D54D","Ebony","Dark","Resident",2018-06-24 10:15:00,2018-06-23 20:15:00,-35.1642748,149.1625596,696957.71,6106597.953,666.86,35,27,1.4,7,"Field","Free",2018-06-23 20:15:00,2018-06-23,2018-06-23,"13.4","-5.0999999999999996","0.2",75.9,"Yes","2018-06-23 08:15:00",2018-06-23,174,17,"Baseline",36,"Eucalypt Open Woodlands","Eucalypt woodland","Inside"
"41",276,3,34,"D54D","Ebony","Dark","Resident",2018-06-24 10:30:00,2018-06-23 20:30:00,-35.1642285,149.1625669,696958.487,6106603.074,674.15,14,27,1.4,7,"Field","Free",2018-06-23 20:30:00,2018-06-23,2018-06-23,"13.4","-5.0999999999999996","0.2",75.9,"Yes","2018-06-23 08:30:00",2018-06-23,174,17,"Baseline",36,"Eucalypt Open Woodlands","Eucalypt woodland","Inside"
"42",277,3,34,"D54D","Ebony","Dark","Resident",2018-06-24 10:45:00,2018-06-23 20:45:00,-35.16433,149.1621135,696916.941,6106592.713,673.79,14,19.5,1.4,6,"Field","Free",2018-06-23 20:45:00,2018-06-23,2018-06-23,"13.4","-5.0999999999999996","0.2",75.9,"Yes","2018-06-23 08:45:00",2018-06-23,174,17,"Baseline",36,"Eucalypt Open Woodlands","Eucalypt woodland","Inside"
"43",278,3,34,"D54D","Ebony","Dark","Resident",2018-06-24 11:00:00,2018-06-23 21:00:00,-35.1639947,149.1635453,697048.174,6106627.07,676.25,20,20,1.4,7,"Field","Free",2018-06-23 21:00:00,2018-06-23,2018-06-23,"13.4","-5.0999999999999996","0.2",75.9,"Yes","2018-06-23 09:00:00",2018-06-23,174,17,"Baseline",36,"Eucalypt Open Woodlands","Eucalypt woodland","Inside"
"44",279,3,34,"D54D","Ebony","Dark","Resident",2018-06-24 11:15:00,2018-06-23 21:15:00,-35.1623295,149.1647715,697163.891,6106809.353,686.75,18,17,1.2,7,"Field","Free",2018-06-23 21:15:00,2018-06-23,2018-06-23,"13.4","-5.0999999999999996","0.2",75.9,"Yes","2018-06-23 09:15:00",2018-06-23,174,17,"Baseline",36,"Eucalypt Open Woodlands","Eucalypt woodland","Inside"
"45",280,3,34,"D54D","Ebony","Dark","Resident",2018-06-24 11:30:00,2018-06-23 21:30:00,-35.1613417,149.1637627,697074.381,6106920.926,705.16,4,21,1.4,6,"Field","Free",2018-06-23 21:30:00,2018-06-23,2018-06-23,"13.4","-5.0999999999999996","0.2",75.9,"Yes","2018-06-23 09:30:00",2018-06-23,174,17,"Baseline",36,"Eucalypt Open Woodlands","Eucalypt woodland","Inside"
"46",286,3,34,"D54D","Ebony","Dark","Resident",2018-06-24 13:00:00,2018-06-23 23:00:00,-35.1606377,149.1639911,697096.886,6106998.565,711.86,7,27,2.2,5,"Field","Free",2018-06-23 23:00:00,2018-06-23,2018-06-23,"13.4","-5.0999999999999996","0.2",75.9,"Yes","2018-06-23 11:00:00",2018-06-23,174,17,"Baseline",33,"Eucalypt Woodlands","Eucalypt woodland","Inside"
"47",287,3,34,"D54D","Ebony","Dark","Resident",2018-06-24 13:15:00,2018-06-23 23:15:00,-35.1607422,149.1640067,697098.055,6106986.942,691.93,6,28.5,2,5,"Field","Free",2018-06-23 23:15:00,2018-06-23,2018-06-23,"13.4","-5.0999999999999996","0.2",75.9,"Yes","2018-06-23 11:15:00",2018-06-23,174,17,"Baseline",33,"Eucalypt Woodlands","Eucalypt woodland","Inside"
"48",288,3,34,"D54D","Ebony","Dark","Resident",2018-06-24 13:30:00,2018-06-23 23:30:00,-35.1607814,149.1643476,697129.014,6106981.918,682.28,6,24,2,5,"Field","Free",2018-06-23 23:30:00,2018-06-23,2018-06-23,"13.4","-5.0999999999999996","0.2",75.9,"Yes","2018-06-23 11:30:00",2018-06-23,174,17,"Baseline",36,"Eucalypt Open Woodlands","Eucalypt woodland","Inside"
"49",290,3,34,"D54D","Ebony","Dark","Resident",2018-06-24 14:00:00,2018-06-24,-35.1613517,149.1700036,697642.866,6106907.429,720.95,51,25.5,1.6,5,"Field","Free",2018-06-24,2018-06-24,2018-06-24,"13.3","-5.7","0",84,"Yes","2018-06-23 12:00:00",2018-06-23,174,17,"Baseline",33,"Eucalypt Woodlands","Eucalypt woodland","Inside"
"50",291,3,34,"D54D","Ebony","Dark","Resident",2018-06-24 14:15:00,2018-06-24 00:15:00,-35.1613039,149.1699338,697636.623,6106912.87,723.28,17,26.5,1.8,5,"Field","Free",2018-06-24 00:15:00,2018-06-24,2018-06-24,"13.3","-5.7","0",84,"Yes","2018-06-23 12:15:00",2018-06-23,174,17,"Baseline",33,"Eucalypt Woodlands","Eucalypt woodland","Inside"
"51",293,3,34,"D54D","Ebony","Dark","Resident",2018-06-24 14:45:00,2018-06-24 00:45:00,-35.1613867,149.1708738,697722.051,6106901.816,692.86,33,22,2.2,5,"Field","Free",2018-06-24 00:45:00,2018-06-24,2018-06-24,"13.3","-5.7","0",84,"Yes","2018-06-23 12:45:00",2018-06-23,174,17,"Baseline",33,"Eucalypt Woodlands","Eucalypt woodland","Inside"
"52",306,3,34,"D54D","Ebony","Dark","Resident",2018-06-24 18:00:00,2018-06-24 04:00:00,-35.1611301,149.1701635,697657.968,6106931.692,707.24,1,24,1.8,5,"Field","Free",2018-06-24 04:00:00,2018-06-24,2018-06-24,"13.3","-5.7","0",84,"Yes","2018-06-23 16:00:00",2018-06-23,174,17,"Baseline",33,"Eucalypt Woodlands","Eucalypt woodland","Inside"
"53",307,3,34,"D54D","Ebony","Dark","Resident",2018-06-24 18:15:00,2018-06-24 04:15:00,-35.1612418,149.1700318,697645.7,6106919.563,710.48,2,27,1.6,5,"Field","Free",2018-06-24 04:15:00,2018-06-24,2018-06-24,"13.3","-5.7","0",84,"Yes","2018-06-23 16:15:00",2018-06-23,174,17,"Baseline",33,"Eucalypt Woodlands","Eucalypt woodland","Inside"
"54",322,3,34,"D54D","Ebony","Dark","Resident",2018-06-25 07:45:00,2018-06-24 17:45:00,-35.1612256,149.1696246,697608.646,6106922.17,652.26,54,28,2.4,5,"Field","Free",2018-06-24 17:45:00,2018-06-24,2018-06-24,"13.3","-5.7","0",84,"Yes","2018-06-24 05:45:00",2018-06-24,175,18,"Baseline",33,"Eucalypt Woodlands","Eucalypt woodland","Inside"
"55",323,3,34,"D54D","Ebony","Dark","Resident",2018-06-25 08:00:00,2018-06-24 18:00:00,-35.1615502,149.1697578,697619.994,6106885.898,700.11,3,24.5,2.2,5,"Field","Free",2018-06-24 18:00:00,2018-06-24,2018-06-24,"13.3","-5.7","0",84,"Yes","2018-06-24 06:00:00",2018-06-24,175,18,"Baseline",33,"Eucalypt Woodlands","Eucalypt woodland","Inside"
"56",324,3,34,"D54D","Ebony","Dark","Resident",2018-06-25 08:15:00,2018-06-24 18:15:00,-35.1616431,149.1688842,697540.19,6106877.329,718.47,1,21,2,5,"Field","Free",2018-06-24 18:15:00,2018-06-24,2018-06-24,"13.3","-5.7","0",84,"Yes","2018-06-24 06:15:00",2018-06-24,175,18,"Baseline",33,"Eucalypt Woodlands","Eucalypt woodland","Inside"
"57",325,3,34,"D54D","Ebony","Dark","Resident",2018-06-25 08:30:00,2018-06-24 18:30:00,-35.1618814,149.1687554,697527.88,6106851.151,684.41,2,24,2,5,"Field","Free",2018-06-24 18:30:00,2018-06-24,2018-06-24,"13.3","-5.7","0",84,"Yes","2018-06-24 06:30:00",2018-06-24,175,18,"Baseline",33,"Eucalypt Woodlands","Eucalypt woodland","Inside"
"58",326,3,34,"D54D","Ebony","Dark","Resident",2018-06-25 08:45:00,2018-06-24 18:45:00,-35.1618906,149.1686764,697520.662,6106850.288,684.69,5,28.5,2,5,"Field","Free",2018-06-24 18:45:00,2018-06-24,2018-06-24,"13.3","-5.7","0",84,"Yes","2018-06-24 06:45:00",2018-06-24,175,18,"Baseline",33,"Eucalypt Woodlands","Eucalypt woodland","Inside"
"59",334,3,34,"D54D","Ebony","Dark","Resident",2018-06-25 10:45:00,2018-06-24 20:45:00,-35.1612389,149.1697716,697622.005,6106920.402,644.95,1,23,1.8,5,"Field","Free",2018-06-24 20:45:00,2018-06-24,2018-06-24,"13.3","-5.7","0",84,"Yes","2018-06-24 08:45:00",2018-06-24,175,18,"Baseline",33,"Eucalypt Woodlands","Eucalypt woodland","Inside"
"60",335,3,34,"D54D","Ebony","Dark","Resident",2018-06-25 11:00:00,2018-06-24 21:00:00,-35.1612751,149.1699212,697635.545,6106916.089,694.81,5,26.5,1.8,6,"Field","Free",2018-06-24 21:00:00,2018-06-24,2018-06-24,"13.3","-5.7","0",84,"Yes","2018-06-24 09:00:00",2018-06-24,175,18,"Baseline",33,"Eucalypt Woodlands","Eucalypt woodland","Inside"
"61",337,3,34,"D54D","Ebony","Dark","Resident",2018-06-25 11:30:00,2018-06-24 21:30:00,-35.1613045,149.1699852,697641.304,6106912.701,697.12,39,28.5,1.8,5,"Field","Free",2018-06-24 21:30:00,2018-06-24,2018-06-24,"13.3","-5.7","0",84,"Yes","2018-06-24 09:30:00",2018-06-24,175,18,"Baseline",33,"Eucalypt Woodlands","Eucalypt woodland","Inside"
"62",343,3,34,"D54D","Ebony","Dark","Resident",2018-06-25 13:00:00,2018-06-24 23:00:00,-35.1618021,149.1709422,697727.276,6106855.601,695.15,6,30.5,1.4,6,"Field","Free",2018-06-24 23:00:00,2018-06-24,2018-06-24,"13.3","-5.7","0",84,"Yes","2018-06-24 11:00:00",2018-06-24,175,18,"Baseline",33,"Eucalypt Woodlands","Eucalypt woodland","Inside"
"63",344,3,34,"D54D","Ebony","Dark","Resident",2018-06-25 13:15:00,2018-06-24 23:15:00,-35.1618455,149.1709932,697731.816,6106850.686,686.59,7,31.5,1.2,5,"Field","Free",2018-06-24 23:15:00,2018-06-24,2018-06-24,"13.3","-5.7","0",84,"Yes","2018-06-24 11:15:00",2018-06-24,175,18,"Baseline",33,"Eucalypt Woodlands","Eucalypt woodland","Inside"
"64",345,3,34,"D54D","Ebony","Dark","Resident",2018-06-25 13:30:00,2018-06-24 23:30:00,-35.1618444,149.1709213,697725.269,6106850.951,704.11,5,31.5,1.2,5,"Field","Free",2018-06-24 23:30:00,2018-06-24,2018-06-24,"13.3","-5.7","0",84,"Yes","2018-06-24 11:30:00",2018-06-24,175,18,"Baseline",33,"Eucalypt Woodlands","Eucalypt woodland","Inside"
"65",346,3,34,"D54D","Ebony","Dark","Resident",2018-06-25 13:45:00,2018-06-24 23:45:00,-35.1617833,149.1709799,697730.756,6106857.612,691.17,5,32.5,1.4,5,"Field","Free",2018-06-24 23:45:00,2018-06-24,2018-06-24,"13.3","-5.7","0",84,"Yes","2018-06-24 11:45:00",2018-06-24,175,18,"Baseline",33,"Eucalypt Woodlands","Eucalypt woodland","Inside"
"66",347,3,34,"D54D","Ebony","Dark","Resident",2018-06-25 14:00:00,2018-06-25,-35.161823,149.1709612,697728.956,6106853.245,688.39,35,35.5,1.6,5,"Field","Free",2018-06-25,2018-06-25,2018-06-25,"12.5","-5.6","0.2",90.6,"Yes","2018-06-24 12:00:00",2018-06-24,175,18,"Baseline",33,"Eucalypt Woodlands","Eucalypt woodland","Inside"
